symbol,period,theme,auto_label,auto_semantic_bucket,source_context,snippet,human_label,human_semantic_bucket,review_notes
AAPL,FY2026 Q2,Margin,risk,margin_cost,management_active,"...getting to a point given sort of the product mix within services? I know a lot of different offerings are growing double digits that we're sort of asymptotically getting to a level where we're seeing increasingly more challenging to scale that business from a profitability perspective? Or is there still sort of low-hanging fruit in terms of volume leverage in some of the offerings or maybe lower losses in some different categories that can continue to scale gross margin across the services base? Kevan Parekh: Yes, David, it's K...",,,
AAPL,FY2026 Q2,Margin,risk,margin_cost,management_active,"...creasingly more challenging to scale that business from a profitability perspective? Or is there still sort of low-hanging fruit in terms of volume leverage in some of the offerings or maybe lower losses in some different categories that can continue to scale gross margin across the services base? Kevan Parekh: Yes, David, it's Kevan. Thanks for the question. Look, as you know, our services portfolio contains a wide range of businesses that have different business models and profitability profiles and also are growing at diffe...",,,
AAPL,FY2026 Q2,Margin,neutral,margin_cost,management_active,"...k it down in terms of what was different this year relative to what we typically see? And if you could sort of also clarify what the FX impact on gross margin was for the quarter? Kevan Parekh: Sure, Samik. Let me start on products for Q2. Basically, products gross margin did decrease by 200 basis points sequentially, driven by a seasonal loss of leverage and higher memory costs, as Tim had alluded. If I zoom out, though, I think it's important just to look at what drove the overall company gross margin performance. And let me...",,,
AAPL,FY2026 Q2,Margin,risk,pricing,management_active,"...Q2. Basically, products gross margin did decrease by 200 basis points sequentially, driven by a seasonal loss of leverage and higher memory costs, as Tim had alluded. If I zoom out, though, I think it's important just to look at what drove the overall company gross margin performance. And let me just give you a quick kind of rundown of that. If you look at our overall performance, right, our sequential gross margin impact was 110 basis points positively, and that was driven by favorable mix, lower tariff-related costs, and tha...",,,
AAPL,FY2026 Q2,Margin,risk,pricing,management_active,"...as Tim had alluded. If I zoom out, though, I think it's important just to look at what drove the overall company gross margin performance. And let me just give you a quick kind of rundown of that. If you look at our overall performance, right, our sequential gross margin impact was 110 basis points positively, and that was driven by favorable mix, lower tariff-related costs, and that was partly offset by seasonal loss of leverage and higher memory costs. And I did want to turn it over to Tim because we do want to provide some...",,,
AAPL,FY2026 Q2,Margin,risk,margin_cost,management_active,"...s of leverage and higher memory costs. And I did want to turn it over to Tim because we do want to provide some clarity around the lower tariff-related costs and just make a comment on that as well. Timothy Cook: Yes. Thanks, Kevan. For the March quarter, the gross margin of 49.3% did include the impact of tariff-related costs. However, tariffs in the March quarter versus the December quarter were lower because our -- we had lower product volume, as you know, sequentially from Q1 to Q2. And there was the full quarter benefit f...",,,
AAPL,FY2026 Q2,Guidance,risk,margin_cost,management_active,"...those regarding revenue, gross margin, operating expenses, other income and expense, taxes, capital allocation and future business outlook. These statements involve risks and uncertainties that may cause actual results or trends to differ materially from our forecast, including risks related to the potential impact to the company's business and results of operations from macroeconomic conditions, tariffs and other measures and legal and regulatory proceedings. For more information, please refer to the risk factors discuss...",,,
AAPL,FY2026 Q2,Guidance,opportunity,demand,management_active,"...head. And with that, let me turn it back over to Tim. Timothy Cook: Thanks, John. Now let me turn to the quarter. Today, Apple is proud to report $111.2 billion in revenue, up 17% from a year ago and a March quarter record, which was above the high end of our guidance range despite supply constraints. Customer enthusiasm for iPhone has been extraordinary with revenue growing 22% year-over-year to achieve a March quarter record. Services reached an all-time revenue record, growing 16% from a year ago, while EPS set a March...",,,
AAPL,FY2026 Q2,Guidance,opportunity,margin_cost,management_active,"...ories and geographic segments. Services revenue was $31 billion, up 16% year-over-year. We saw strong performance across the board with double-digit growth in the vast majority of the markets we track. Company gross margin was 49.3%, above the high end of our guidance range and up 110 basis points sequentially. Products gross margin was 38.7%, down 200 basis points sequentially. Services gross margin was 76.7%, up 20 basis points sequentially. Operating expenses landed at $18.9 billion, up 24% year-over-year. This was slig...",,,
AAPL,FY2026 Q2,Guidance,opportunity,margin_cost,management_active,"...sequentially. Products gross margin was 38.7%, down 200 basis points sequentially. Services gross margin was 76.7%, up 20 basis points sequentially. Operating expenses landed at $18.9 billion, up 24% year-over-year. This was slightly above the high end of our guidance range due to a one-time expense in SG&A. Net income was $29.6 billion and diluted earnings per share was $2.01, up 22% year-over-year. Both net income and diluted EPS achieved March quarter records and drove a very strong level of operating cash flow at $28.7...",,,
AAPL,FY2026 Q2,Guidance,risk,supply,management_active,"...r outlook, which includes the types of forward-looking information that Suhasini referred to. Importantly, the color we're providing assumes that global tariff rates, policies and their application remain in effect as of this call and the global macroeconomic outlook does not worsen from today. We expect our June quarter total company revenue to grow by 14% to 17% year-over-year, which comprehends our best view of constraint supply. On iPad, keep in mind, we face a difficult compare driven by the launch of A16-powered iPa...",,,
AAPL,FY2026 Q2,Guidance,opportunity,demand,management_active,"...you, Kevan. [Operator Instructions] Operator, may we have the first question, please? Operator: Certainly. We'll go ahead and take our first question from Erik Woodring with Morgan Stanley. Erik Woodring: And Tim, I'll save the congrats on the Art of war for next quarter, but it's been a pleasure working together. I would love, maybe, Tim, if I could ask you just to maybe contextualize the supply constraints you alluded to in your prepared remarks, meaning how much did demand outpace supply for iPhone and Mac in the March qua...",,,
AAPL,FY2026 Q2,Guidance,opportunity,demand,management_active,"...g together. I would love, maybe, Tim, if I could ask you just to maybe contextualize the supply constraints you alluded to in your prepared remarks, meaning how much did demand outpace supply for iPhone and Mac in the March quarter? And does your June quarter guidance also reflect supply constraints for those segments? Or is that kind of an unconstrained guide as you see it today? And then a quick follow-up, please. Timothy Cook: Yes. Erik, thanks for your comments. We were constrained during the March quarter. This was pr...",,,
AAPL,FY2026 Q2,SupplyChain,neutral,supply,management_active,"...mera stabilization and integrated circuits essential for features like crash detection and activity tracking. These efforts build on the progress we've made in the American manufacturing program, including the work we're doing to advance an end-to-end silicon supply chain across the U.S. At TSMC's Arizona facility, for example, Apple is on track to purchase well over 100 million advanced chips. As we're accelerating our long-standing support for U.S. innovation, we're also investing in America's workforce. We're looking forwar...",,,
AAPL,FY2026 Q2,SupplyChain,opportunity,demand,management_active,"...ability of the advanced nodes our SoCs are produced on. you look forward to the June quarter, the majority of our supply constraints will be on several Mac models given the continued high levels of demand that we're seeing. And we have less flexibility in the supply chain than we normally would. For Mac, in the June quarter, there's 2 factors that are driving the constraints. One is that on the Mac Mini and the Mac Studio, both of these are amazing platforms for AI and Agentic tools. And the customer recognition of that is hap...",,,
AAPL,FY2026 Q2,SupplyChain,opportunity,supply,management_active,"...e school system level and at the individual consumer level. And so we could not be happier with how things are going at the moment. Michael Ng: Great. And for the second question, I wanted to ask about advertising within services. I think Apple introduced new inventory to ads on the App Store earlier this year. Has that new ad inventory on the App Store been a notable contributor to the services growth and outperformance in the quarter? And then could you talk more broadly about your ad strategy given the plans to also intr...",,,
AAPL,FY2026 Q2,SupplyChain,opportunity,supply,management_active,"...could not be happier with how things are going at the moment. Michael Ng: Great. And for the second question, I wanted to ask about advertising within services. I think Apple introduced new inventory to ads on the App Store earlier this year. Has that new ad inventory on the App Store been a notable contributor to the services growth and outperformance in the quarter? And then could you talk more broadly about your ad strategy given the plans to also introduce ads to Maps this summer? Kevan Parekh: Yes, Mike, it's Kevan. T...",,,
AAPL,FY2026 Q2,SupplyChain,neutral,supply,management_active,"...ortantly, respecting people's fundamental right to privacy. Operator: Our next question is from Wamsi Mohan with Bank of America. Wamsi Mohan: Tim, you noted higher impact from memory as you look beyond the June quarter. Clearly, you guys have a lot of scale, supply chain efficiencies, relationships from a long time. As you think about product position relative to your competitors. So when you think about product position and pricing, relative to competition, do you think in such times of dislocation that Apple would be strate...",,,
AAPL,FY2026 Q2,Pricing,opportunity,pricing,management_active,"...sible before. It's so exciting to see how strongly users are embracing Mac for these capabilities. There's tremendous enthusiasm for MacBook Neo, which made its debut during the March quarter, opening up an entirely new way to experience Mac at a breakthrough price. We've also further improved MacBook Air, already the world's most popular laptop with M5, making everyday tasks faster and more responsive than ever. MacBook Pro reaches new heights with M5 Pro and M5 Max, delivering extraordinary performance and dramaticall...",,,
AAPL,FY2026 Q2,Pricing,risk,pricing,management_active,"...t drove the overall company gross margin performance. And let me just give you a quick kind of rundown of that. If you look at our overall performance, right, our sequential gross margin impact was 110 basis points positively, and that was driven by favorable mix, lower tariff-related costs, and that was partly offset by seasonal loss of leverage and higher memory costs. And I did want to turn it over to Tim because we do want to provide some clarity around the lower tariff-related costs and just make a comment on tha...",,,
AAPL,FY2026 Q2,Competition,opportunity,demand,management_active,"...the very first time. We've been enormously pleased with how the entire lineup has been received. In fact, the iPhone 17 family is now the most popular lineup in our history when looking at the launch through the March quarter. And according to IDC, we gained market share during the quarter. Mac revenue was $8.4 billion for the March quarter, up 6% from a year ago despite supply constraints driven by higher-than-expected levels of demand. We're delighted with the reception of what is the most advanced Mac lineup in our history...",,,
AAPL,FY2026 Q2,Competition,opportunity,product_technology,management_active,"...supply constraints driven by higher-than-expected levels of demand. We're delighted with the reception of what is the most advanced Mac lineup in our history. We set March quarter records for upgraders and customers new to Mac. And according to IDC, we gained market share in the quarter. From Mac Mini to MacBook Pro and everything in between, Mac is the best platform for AI with Apple Silicon delivering exceptional performance, industry-leading efficiency and the ability to run advanced models locally in ways that simply weren...",,,
AAPL,FY2026 Q1,AI,neutral,product_technology,management_active,"...Revenue was $8.4 billion for the December quarter. We were pleased to see the Mac installed base reach another all-time high with nearly half of customers who purchased the Mac being new to the product. The M5 powered 14-inch MacBook Pro takes a huge leap in AI performance, thanks to the next-generation GPU architecture and a faster neural engine. From the world's most popular laptop for consumers and businesses in MacBook Air to the small and spectacular Mac mini, every Mac in our lineup has something special to of...",,,
AAPL,FY2026 Q1,AI,opportunity,margin_cost,management_active,"...next question, please? Operator: Our next question is from Erik Woodring of Morgan Stanley. Erik Woodring: Tim, congrats on announcing the partnership with Google, and we're all excited to see what you bring to market later this year. When I think about your AI initiatives, it's clear there are added costs associated with that. We're obviously seeing that flow through in OpEx. Can you help us understand maybe what the revenue upside potential that exists with AI? Many of your competitors have already integrated AI i...",,,
AAPL,FY2026 Q1,AI,opportunity,product_technology,management_active,"...ing to market later this year. When I think about your AI initiatives, it's clear there are added costs associated with that. We're obviously seeing that flow through in OpEx. Can you help us understand maybe what the revenue upside potential that exists with AI? Many of your competitors have already integrated AI into their devices. And it's just not clear yet what incremental monetization they're seeing because of AI, but you're always disciplined with investing. You obviously have a differentiated product. So how...",,,
AAPL,FY2026 Q1,AI,opportunity,product_technology,management_active,"...r AI initiatives, it's clear there are added costs associated with that. We're obviously seeing that flow through in OpEx. Can you help us understand maybe what the revenue upside potential that exists with AI? Many of your competitors have already integrated AI into their devices. And it's just not clear yet what incremental monetization they're seeing because of AI, but you're always disciplined with investing. You obviously have a differentiated product. So how do you monetize AI? And what's the time line to reali...",,,
AAPL,FY2026 Q1,AI,opportunity,product_technology,management_active,"...hrough in OpEx. Can you help us understand maybe what the revenue upside potential that exists with AI? Many of your competitors have already integrated AI into their devices. And it's just not clear yet what incremental monetization they're seeing because of AI, but you're always disciplined with investing. You obviously have a differentiated product. So how do you monetize AI? And what's the time line to realizing that ROI? Then a quick follow-up. Timothy Cook: Well, let me just say that we're bringing intelligence...",,,
AAPL,FY2026 Q1,AI,opportunity,competition,management_active,".... Operator, could we get the next question, please? Operator: The next question will be coming from Ben Reitzes of Melius. Benjamin Reitzes: First question is on Google partnership again. I wanted to understand how you came to that decision with regard to the AI and Siri in particular? And if there's an opportunity for you guys to share in revenue too with that partnership like you do in search? Timothy Cook: Yes. We basically determined that Google's AI technology would provide the most capable foundation for AFM --...",,,
AAPL,FY2026 Q1,AI,opportunity,competition,management_active,"...to understand how you came to that decision with regard to the AI and Siri in particular? And if there's an opportunity for you guys to share in revenue too with that partnership like you do in search? Timothy Cook: Yes. We basically determined that Google's AI technology would provide the most capable foundation for AFM -- I'm sorry, Apple Foundation Models. And we believe that we can unlock a lot of experiences and innovate in a key way due to the collaboration. We'll continue to run on the device and run in priva...",,,
AAPL,FY2026 Q1,AI,neutral,demand,management_active,"...ank you, Aaron. Operator, could we have our last question, please? Operator: Most certainly. Our last question will be coming from Richard Kramer calling from Arete Research. Richard Kramer: I have 2 questions. Tim, when you think about how Apple might manage AI, do you see that evolving towards more edge AI or on device services versus cloud-based AI? And are you confident you've reserved sufficient data center capacity to support the widespread Siri adoption, especially given that you're not following the other hyp...",,,
AAPL,FY2026 Q1,Margin,opportunity,pricing,management_active,"...rmance continues to be broad-based with double-digit growth in almost every market we track. We also reached all-time revenue records for advertising, cloud services, music and payment services with December quarter records on the App Store and video. Company gross margin was at 48.2%, above the high end of our guidance range and up 100 basis points sequentially, driven by favorable mix and leverage. Products gross margin was 40.7%, up 450 basis points sequentially driven by favorable mix and leverage. Services gross margin wa...",,,
AAPL,FY2026 Q1,Margin,neutral,pricing,management_active,"...ny gross margin was at 48.2%, above the high end of our guidance range and up 100 basis points sequentially, driven by favorable mix and leverage. Products gross margin was 40.7%, up 450 basis points sequentially driven by favorable mix and leverage. Services gross margin was 76.5%, up 120 basis points sequentially, driven by mix. Operating expenses landed at $18.4 billion, up 19% year-over-year. This was within the range we provided and driven by increased investment in R&D. Net income was $42.1 billion and diluted earnings p...",,,
AAPL,FY2026 Q1,Margin,opportunity,demand,management_active,".... And at this time, we're seeing less flexibility in supply chain than normal, partly because of our increased demand that I just spoke about. From a memory point of view, to answer your question, memory had a minimal impact on the Q1, so the December quarter gross margin. We do expect it to be a bit more of an impact to the Q2 gross margin and that was comprehended in the outlook of 48% to 49% that Kevan gave earlier. Beyond Q2, we don't obviously provide outlooks beyond the current quarter. But we do continue to see market p...",,,
AAPL,FY2026 Q1,Margin,opportunity,demand,management_active,"...normal, partly because of our increased demand that I just spoke about. From a memory point of view, to answer your question, memory had a minimal impact on the Q1, so the December quarter gross margin. We do expect it to be a bit more of an impact to the Q2 gross margin and that was comprehended in the outlook of 48% to 49% that Kevan gave earlier. Beyond Q2, we don't obviously provide outlooks beyond the current quarter. But we do continue to see market pricing for memory increasing significantly. As always, we'll look at a...",,,
AAPL,FY2026 Q1,Margin,opportunity,pricing,management_active,"...ces in mix you're seeing for iPhone 17 versus 16? And did tariffs and tariffs coming in more favorable play a role at all and what you're expecting for tariffs for the next quarter? Kevan Parekh: Yes. So there's a few things to unpack there. So on the overall margin on product side, I think I mentioned that we had favorable mix of products and leverage. I think given the strong iPhone cycle we're seeing, that was, I would say, probably a higher favorability than you might have seen in maybe other cycles. And as well, as...",,,
AAPL,FY2026 Q1,Guidance,risk,margin_cost,management_active,"...those regarding revenue, gross margin, operating expenses, other income and expense, taxes, capital allocation and future business outlook. These statements involve risks and uncertainties that may cause actual results or trends to differ materially from our forecast including risks related to the potential impact to the company's business and results of operations from macroeconomic conditions, tariffs and other measures and legal and regulatory proceedings. For more information, please refer to the risk factors discusse...",,,
AAPL,FY2026 Q1,Guidance,opportunity,pricing,management_active,"...growth in almost every market we track. We also reached all-time revenue records for advertising, cloud services, music and payment services with December quarter records on the App Store and video. Company gross margin was at 48.2%, above the high end of our guidance range and up 100 basis points sequentially, driven by favorable mix and leverage. Products gross margin was 40.7%, up 450 basis points sequentially driven by favorable mix and leverage. Services gross margin was 76.5%, up 120 basis points sequentially, driven...",,,
AAPL,FY2026 Q1,Guidance,risk,regulation_macro,management_active,"...ng the quarter, we returned nearly $32 billion to shareholders. This included $3.9 billion in dividends and equivalents and $25 billion through open market repurchases of 93 million Apple shares. As we move ahead into the March quarter, I'd like to review our outlook which includes the types of forward-looking information that Suhasini referred to. Importantly, the color we're providing assumes that global tariff rates, policies and their application remain in effect as of this call, and the global macroeconomic outlook d...",,,
AAPL,FY2026 Q1,Guidance,risk,supply,management_active,"...r outlook which includes the types of forward-looking information that Suhasini referred to. Importantly, the color we're providing assumes that global tariff rates, policies and their application remain in effect as of this call, and the global macroeconomic outlook does not worsen from today. We expect our March quarter total company revenue to grow by 13% to 16% year-over-year, which comprehends our best estimates of constrained iPhone supply during the quarter. We expect services revenue to grow at a year-over-year ra...",,,
AAPL,FY2026 Q1,Guidance,opportunity,product_technology,management_active,"...ni Chandramouli: Awesome. Thank you, Erik. Operator, could we get the next question, please? Operator: We'll now go to Michael Ng of Goldman Sachs. Michael Ng: Wonderful. I have 2 as well, if I could. First, it was encouraging to hear about the revenue growth outlook of 13% to 16% for the March quarter. I was just wondering if you could talk about any comps that we should be particularly aware of as we kind of think about each of the product categories? I know last year, you guys had MacBook Air with M4, the iPhone 16E, t...",,,
AAPL,FY2026 Q1,Guidance,opportunity,general,management_active,"...Thanks for the question. Yes, I wouldn't say there's any particular comp issue that we'd note. As you recall, last quarter, we talked about the difficult comparison we had on Mac. But there's nothing that rises to that kind of color that we'd outlined in the outlook. And so I think it's just a continuation of the strong cycle. We're seeing subject to the constraints that I had mentioned in the prepared remarks, and that Tim alluded to a little earlier as well. Michael Ng: Great. Wonderful. And then just on services, adve...",,,
AAPL,FY2026 Q1,Guidance,opportunity,pricing,management_active,"...of highlighted mix as a driver, can you just sort of talk through what are the big differences in mix you're seeing for iPhone 17 versus 16? And did tariffs and tariffs coming in more favorable play a role at all and what you're expecting for tariffs for the next quarter? Kevan Parekh: Yes. So there's a few things to unpack there. So on the overall margin on product side, I think I mentioned that we had favorable mix of products and leverage. I think given the strong iPhone cycle we're seeing, that was, I would say, probably...",,,
AAPL,FY2026 Q1,SupplyChain,opportunity,demand,management_active,"...f these out at once. First of all, we were thrilled with the customer response on the latest iPhone lineup. It exceeded our expectations to say the least. And iPhone grew 23%. What the result of that was, was that we exited the December quarter with very lean channel inventory due to that staggering level of demand. And based on that, we're in a supply chase mode to meet the very high levels of customer demand. We are currently constrained. And at this point, it's difficult to predict when supply and demand will balance. The constr...",,,
AAPL,FY2026 Q1,SupplyChain,opportunity,demand,management_active,"...constrained. And at this point, it's difficult to predict when supply and demand will balance. The constraints that we have are driven by the availability of the advanced nodes that our SoCs are produced on. And at this time, we're seeing less flexibility in supply chain than normal, partly because of our increased demand that I just spoke about. From a memory point of view, to answer your question, memory had a minimal impact on the Q1, so the December quarter gross margin. We do expect it to be a bit more of an impact to th...",,,
AAPL,FY2026 Q1,SupplyChain,opportunity,demand,management_active,"...Kevan, if we could pull out a little bit. Can you help us understand how you're thinking about the overall kind of smartphone market demand, particularly given where memory prices are headed? And we've heard some conversations with some other OEMs as well as component providers that are worried about either the availability of components, potential market weakness in terms of demand destruction and some of the actions to offset our higher prices. I know you don't give outlooks for the full year, but how are you thinking ab...",,,
AAPL,FY2026 Q1,SupplyChain,risk,supply,management_active,"...r year? Timothy Cook: Yes. On the supply side, I had made comments earlier about the constraint that we are seeing in Q2. We -- and that's reflected in the revenue guidance that Kevan gave earlier. The constraint, as I'd mentioned, is due to the advanced node capacity. And it's really a result of growing so well in Q1 with the 23% and having less flexibility partly due to that in the process to increase it as much as we would like to increase it. Beyond Q2, I don't really want to comment on supply. Supply is a function of...",,,
AAPL,FY2026 Q1,SupplyChain,opportunity,demand,management_active,"...3-nanometer to be specific, where our SoCs or the latest SoCs are produced on as to what is gating the Q2 supply. And it's a direct result of the 23% growth, and that far outstripping what we had internally estimated and having more limited flexibility in the supply chain for some period of time. But I don't want to estimate when supply and demand will balance at this point. Suhasini Chandramouli: Thank you, Atif. Operator, could we have the next question, please? Operator: The next question will be coming from Aaron Rakers co...",,,
AAPL,FY2026 Q1,SupplyChain,neutral,demand,management_active,"...om Arete Research. Richard Kramer: I have 2 questions. Tim, when you think about how Apple might manage AI, do you see that evolving towards more edge AI or on device services versus cloud-based AI? And are you confident you've reserved sufficient data center capacity to support the widespread Siri adoption, especially given that you're not following the other hyperscalers and sharply increasing CapEx? Timothy Cook: The answer is that we see both being important, the on-device and the private cloud compute. And so we don't...",,,
AAPL,FY2026 Q1,SupplyChain,opportunity,demand,management_active,"...hy Cook: The answer is that we see both being important, the on-device and the private cloud compute. And so we don't see it as an either/or we see it as both. And we believe it's a differentiator because of our privacy approach. In terms of do we have enough capacity, it's hard to estimate with precision what the demand will be. But we've done sort of the best job that we can do and either have or are putting capacity in for it. Richard Kramer: Okay. And you also -- you mentioned the 2.5 billion active device number but A...",,,
AAPL,FY2026 Q1,SupplyChain,opportunity,demand,management_active,"...both. And we believe it's a differentiator because of our privacy approach. In terms of do we have enough capacity, it's hard to estimate with precision what the demand will be. But we've done sort of the best job that we can do and either have or are putting capacity in for it. Richard Kramer: Okay. And you also -- you mentioned the 2.5 billion active device number but Apple Intelligence features have only been available since the 15 Pro. So can you speak at all to roughly what portion of your iPhone or overall active dev...",,,
AAPL,FY2026 Q1,Pricing,opportunity,pricing,management_active,"...we talked about the fact that we landed at 48.2%. So just above the high end of the range that we provided on the last call. And I think if you look at that performance, we were up 100 basis points sequentially. We talked about the fact that we had favorable mix. I mean, as you know, when we have a good product cycle, a strong price cycle we're seeing for iPhone, that does lend itself to a bit more favorable opportunity on the mix and leverage side. So we're having a strong iPhone cycle, as Tim outlined. And so that...",,,
AAPL,FY2026 Q1,Pricing,opportunity,pricing,management_active,"...igh end of the range that we provided on the last call. And I think if you look at that performance, we were up 100 basis points sequentially. We talked about the fact that we had favorable mix. I mean, as you know, when we have a good product cycle, a strong price cycle we're seeing for iPhone, that does lend itself to a bit more favorable opportunity on the mix and leverage side. So we're having a strong iPhone cycle, as Tim outlined. And so that also translated itself. We talked about products sequentially went up by...",,,
AAPL,FY2026 Q1,Pricing,opportunity,pricing,management_active,"...e were up 100 basis points sequentially. We talked about the fact that we had favorable mix. I mean, as you know, when we have a good product cycle, a strong price cycle we're seeing for iPhone, that does lend itself to a bit more favorable opportunity on the mix and leverage side. So we're having a strong iPhone cycle, as Tim outlined. And so that also translated itself. We talked about products sequentially went up by 450 basis points. So I think, in general, I think we're just seeing favorable mix dynamics as well....",,,
AAPL,FY2026 Q1,Pricing,opportunity,pricing,management_active,"...pportunity on the mix and leverage side. So we're having a strong iPhone cycle, as Tim outlined. And so that also translated itself. We talked about products sequentially went up by 450 basis points. So I think, in general, I think we're just seeing favorable mix dynamics as well. Services continues to contribute as well, that business is growing double digits. So that also is a contributor. And I think that as we looked at our guidance, we're providing a similar range to where we reported in December. And there's goi...",,,
AAPL,FY2026 Q1,Pricing,opportunity,demand,management_active,"...it as much as we would like to increase it. Beyond Q2, I don't really want to comment on supply. Supply is a function of a lot of things in the industry that move around a lot. So I wouldn't want to comment on that. And I commented before on the -- on memory pricing. And so hopefully, that answers your question. In terms of smartphone demand, we believe that based on the information that we've got is we gained share in the December quarter. Obviously, the market wasn't growing at 23%. So we feel good about doing that. An...",,,
AAPL,FY2026 Q1,Pricing,opportunity,pricing,management_active,"...es. We had all-time records in both developed and emerging markets as well. So -- and double-digit growth in both of those too. And so I think in general, we don't provide the color at the detailed services level. Wamsi Mohan: Okay. I guess back to the memory price. I appreciate you have a range of options to address that. Historically, Apple has not used a pricing lever unless FX markets got maybe very dislocated to prevent arbitrage or issues like that. But given some of these unprecedented moves in memory, would pric...",,,
AAPL,FY2026 Q1,Pricing,neutral,pricing,management_active,"...rice. I appreciate you have a range of options to address that. Historically, Apple has not used a pricing lever unless FX markets got maybe very dislocated to prevent arbitrage or issues like that. But given some of these unprecedented moves in memory, would pricing be a lever that you would be willing to pull or push outside of every other thing that -- outside of everything else that you can do? Timothy Cook: Yes, I wouldn't want to speculate on that one. Suhasini Chandramouli: Thanks, Wamsi. Operator, could we have th...",,,
